cd C:\RC\Sketchbook\Foxetron\Foxetron_AngleController\Release
avr-nm -C -S -l -f sysv Foxetron_AngleController.elf

Name                  Value   Class        Type         Size     Line  Section
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
.do_clear_bss_loop  |0000042c|   t  |            NOTYPE|        |     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:874
LiquidCrystal_I2C::command(unsigned char)|000051d6|   W  |              FUNC|00000008|     |.text
LiquidCrystal_I2C::display()|0000523c|   T  |              FUNC|00000012|     |.text
LiquidCrystal_I2C::backlight()|00005142|   T  |              FUNC|0000000e|     |.text
LiquidCrystal_I2C::init_priv()|00005332|   T  |              FUNC|00000022|     |.text
LiquidCrystal_I2C::setCursor(unsigned char, unsigned char)|000051f4|   T  |              FUNC|0000004a|     |.text
LiquidCrystal_I2C::LiquidCrystal_I2C(unsigned char, unsigned char, unsigned char)|000050f2|   T  |              FUNC|00000018|     |.text       C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/LiquidCrystal_I2
C.custom.cpp:52
LiquidCrystal_I2C::LiquidCrystal_I2C(unsigned char, unsigned char, unsigned char)|000050f2|   T  |              FUNC|00000018|     |.text
Print::printNumber(unsigned long, unsigned char)|000061b6|   T  |              FUNC|0000009e|     |.text
Print::print(char)  |0000615e|   T  |              FUNC|00000010|     |.text
Print::print(unsigned int, int)|00006296|   T  |              FUNC|0000000e|     |.text
Print::print(unsigned long, int)|00006250|   T  |              FUNC|0000001e|     |.text
Print::print(__FlashStringHelper const*)|0000611e|   T  |              FUNC|00000042|     |.text
Print::write(char const*)|000060f0|   W  |              FUNC|0000002e|     |.text
Print::write(unsigned char const*, unsigned int)|000060b0|   T  |              FUNC|00000044|     |.text
Print::println(unsigned char, int)|0000626c|   T  |              FUNC|0000002e|     |.text
Print::println(unsigned int, int)|000062a2|   T  |              FUNC|0000002c|     |.text
Print::println(__FlashStringHelper const*)|00006176|   T  |              FUNC|00000024|     |.text
Print::println(char const*)|00006196|   T  |              FUNC|00000024|     |.text
Print::println()    |0000616e|   T  |              FUNC|0000000a|     |.text
SDLib::SD           |008004e1|   B  |            OBJECT|00000049|     |.bss
vargb::IlluminationTargetStruct::IlluminationTargetStruct(unsigned int, unsigned int, unsigned int, unsigned int)|00003d8a|   T  |              FUNC|00000028|     |.text       C:\RC\Sketchbook\libraries\VaRGB/Curve.cpp:35
vargb::IlluminationTargetStruct::IlluminationTargetStruct()|00003d76|   T  |              FUNC|00000014|     |.text     C:\RC\Sketchbook\libraries\VaRGB/Curve.cpp:28
vargb::IlluminationTargetStruct::IlluminationTargetStruct(unsigned int, unsigned int, unsigned int, unsigned int)|00003d8a|   T  |              FUNC|00000028|     |.text
vargb::IlluminationTargetStruct::IlluminationTargetStruct()|00003d76|   T  |              FUNC|00000014|     |.text
vargb::Curve::Sine::tick(unsigned char)|00004534|   T  |              FUNC|000000d8|     |.text
vargb::Curve::Sine::setTick(unsigned int, vargb::IlluminationTargetStruct*)|000044c8|   T  |              FUNC|0000006e|     |.text
vargb::Curve::Sine::Sine(unsigned int, unsigned int, unsigned int, unsigned int, unsigned char, unsigned int)|0000460c|   T  |              FUNC|0000009e|     |.text   C:\RC\Sketchbook\libraries\VaRGB/Sine.cpp:42
vargb::Curve::Sine::Sine(unsigned int, unsigned int, unsigned int, unsigned int, unsigned char, unsigned int)|0000460c|   T  |              FUNC|0000009e|     |.text
vargb::Curve::Curve::resetCurrentSettings(vargb::IlluminationTargetStruct*)|00003e28|   T  |              FUNC|0000003a|     |.text
vargb::Curve::Curve::reset()|00003dfa|   T  |              FUNC|0000000a|     |.text
vargb::Curve::Curve::start(vargb::IlluminationTargetStruct*)|00003e04|   T  |              FUNC|00000024|     |.text
vargb::Curve::Curve::Curve(unsigned int, unsigned int, unsigned int, unsigned int)|00003db2|   T  |              FUNC|00000048|     |.text      C:\RC\Sketchbook\libraries\VaRGB/Curve.cpp:46
vargb::Curve::Curve::Curve(unsigned int, unsigned int, unsigned int, unsigned int)|00003db2|   T  |              FUNC|00000048|     |.text
vargb::Curve::Linear::tick(unsigned char)|00003f7c|   T  |              FUNC|0000007e|     |.text
vargb::Curve::Linear::setTick(unsigned int, vargb::IlluminationTargetStruct*)|0000413e|   T  |              FUNC|0000008e|     |.text
vargb::Curve::Linear::calcDelta(vargb::IlluminationTargetStruct*, vargb::IlluminationTargetStruct*)|00004018|   T  |              FUNC|00000126|     |.text
vargb::Curve::Linear::Linear(unsigned int, unsigned int, unsigned int, unsigned int)|00003ffa|   T  |              FUNC|00000020|     |.text    C:\RC\Sketchbook\libraries\VaRGB/Linear.cpp:35
vargb::Curve::Linear::Linear(unsigned int, unsigned int, unsigned int, unsigned int)|00003ffa|   T  |              FUNC|00000020|     |.text
vargb::Curve::Flasher::tick(unsigned char)|00003ece|   T  |              FUNC|00000072|     |.text
vargb::Curve::Flasher::setTick(unsigned int, vargb::IlluminationTargetStruct*)|00003e62|   T  |              FUNC|00000070|     |.text
vargb::Curve::Flasher::Flasher(unsigned int, unsigned int, unsigned int, unsigned int, unsigned char)|00003f3e|   T  |              FUNC|00000042|     |.text   C:\RC\Sketchbook\libraries\VaRGB/Flasher.cpp:118
vargb::Curve::Flasher::Flasher(unsigned int, unsigned int, unsigned int, unsigned int, unsigned char)|00003f3e|   T  |              FUNC|00000042|     |.text
vargb::VaRGB::resetTicks()|000046be|   T  |              FUNC|00000008|     |.text
vargb::VaRGB::setSchedule(vargb::Schedule*)|000046c6|   T  |              FUNC|00000022|     |.text     C:\RC\Sketchbook\libraries\VaRGB/VaRGB.cpp:57
vargb::VaRGB::tickAndDelay(unsigned char)|0000475a|   T  |              FUNC|00000020|     |.text       C:\RC\Sketchbook\libraries\VaRGB/VaRGB.cpp:102
vargb::VaRGB::scheduleComplete(vargb::Schedule*)|000046e6|   T  |              FUNC|0000002c|     |.text        C:\RC\Sketchbook\libraries\VaRGB/VaRGB.cpp:70
vargb::VaRGB::tick(unsigned char)|00004736|   T  |              FUNC|00000026|     |.text       C:\RC\Sketchbook\libraries\VaRGB/VaRGB.cpp:96
vargb::VaRGB::setColor(vargb::Schedule*, vargb::ColorSettings*)|00004710|   T  |              FUNC|00000026|     |.text C:\RC\Sketchbook\libraries\VaRGB/VaRGB.cpp:84
vargb::VaRGB::VaRGB(void (*)(vargb::ColorSettings*), void (*)(vargb::Schedule*))|000046a6|   T  |              FUNC|00000018|     |.text        C:\RC\Sketchbook\libraries\VaRGB/VaRGB.cpp:31
vargb::VaRGB::VaRGB(void (*)(vargb::ColorSettings*), void (*)(vargb::Schedule*))|000046a6|   T  |              FUNC|00000018|     |.text
vargb::delayMs(unsigned long)|00004776|   T  |              FUNC|00000006|     |.text
vargb::Schedule::addTransition(vargb::Curve::Curve*)|0000446e|   T  |              FUNC|0000005c|     |.text    C:\RC\Sketchbook\libraries\VaRGB/Schedule.cpp:60
vargb::Schedule::schedule_counter|008007dd|   B  |            OBJECT|00000001|     |.bss
vargb::Schedule::expandTransitionList(unsigned char)|000043b8|   T  |              FUNC|0000007a|     |.text    C:\RC\Sketchbook\libraries\VaRGB/Schedule.cpp:165
vargb::Schedule::sendCurTransitionSettings()|000041c6|   T  |              FUNC|0000007c|     |.text
vargb::Schedule::tick(unsigned char)|0000431a|   T  |              FUNC|000000a4|     |.text    C:\RC\Sketchbook\libraries\VaRGB/Schedule.cpp:118
vargb::Schedule::setTick(unsigned int)|00004240|   T  |              FUNC|000000de|     |.text  C:\RC\Sketchbook\libraries\VaRGB/Schedule.cpp:78
vargb::Schedule::Schedule(unsigned char)|00004432|   T  |              FUNC|0000003e|     |.text        C:\RC\Sketchbook\libraries\VaRGB/Schedule.cpp:31
vargb::Schedule::Schedule(unsigned char)|00004432|   T  |              FUNC|0000003e|     |.text
SdFile::addCluster()|00000d76|   T  |              FUNC|00000054|     |.text
SdFile::cacheDirEntry(unsigned char)|00000dc8|   T  |              FUNC|00000032|     |.text
SdFile::sync()      |00000f2e|   T  |              FUNC|00000088|     |.text
SdFile::write(unsigned char)|00001298|   T  |              FUNC|00000024|     |.text
SdFile::write(void const*, unsigned int)|00000fb2|   T  |              FUNC|000002f4|     |.text
SdFile::seekSet(unsigned long)|00000df8|   T  |              FUNC|00000138|     |.text
SdFile::dateTime_   |0080052d|   B  |            OBJECT|00000002|     |.bss
Stream::find(char*, unsigned int)|00006462|   T  |              FUNC|00000006|     |.text
Stream::findMulti(Stream::MultiTarget*, int)|00006322|   T  |              FUNC|0000010e|     |.text
Stream::findUntil(char*, unsigned int, char*, unsigned int) [clone .part.0]|0000642a|   t  |              FUNC|0000003e|     |.text     C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/Stream.cpp:319
Stream::timedRead() |000062ca|   T  |              FUNC|0000005c|     |.text
Sd2Card::writeBlock(unsigned long, unsigned char const*)|00000cdc|   T  |              FUNC|0000009c|     |.text        C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:568
Sd2Card::cardCommand(unsigned char, unsigned long)|00000a7a|   T  |              FUNC|000000c4|     |.text      C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:106
Sd2Card::waitNotBusy(unsigned int)|00000a46|   T  |              FUNC|00000036|     |.text      C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:531
Sd2Card::chipSelectLow()|000009ea|   T  |              FUNC|0000002e|     |.text        C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:172
Sd2Card::chipSelectHigh()|000009ca|   T  |              FUNC|00000022|     |.text       C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:162
Sd2Card::waitStartBlock()|00000b30|   T  |              FUNC|0000004a|     |.text       C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:541
Sd2Card::readEnd()  |00000a16|   T  |              FUNC|00000034|     |.text
Sd2Card::readData(unsigned long, unsigned int, unsigned int, unsigned char*)|00000b76|   T  |              FUNC|000000f2|     |.text    C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:377
Sd2Card::readBlock(unsigned long, unsigned char*)|00000c5c|   T  |              FUNC|00000020|     |.text       C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:363
Sd2Card::writeData(unsigned char, unsigned char const*)|00000c7a|   T  |              FUNC|0000006e|     |.text C:\RC\Sketchbook\libraries\SD\src\utility/Sd2Card.cpp:615
TwoWire::transmitting|008007ea|   B  |            OBJECT|00000001|     |.bss
TwoWire::rxBufferIndex|0080080f|   B  |            OBJECT|00000001|     |.bss
TwoWire::txBufferIndex|008007ec|   B  |            OBJECT|00000001|     |.bss
TwoWire::rxBufferLength|0080080e|   B  |            OBJECT|00000001|     |.bss
TwoWire::txBufferLength|008007eb|   B  |            OBJECT|00000001|     |.bss
TwoWire::endTransmission(unsigned char)|000048c4|   T  |              FUNC|00000026|     |.text
TwoWire::endTransmission()|000048e8|   T  |              FUNC|00000008|     |.text
TwoWire::beginTransmission(unsigned char)|000048b0|   T  |              FUNC|00000014|     |.text
TwoWire::peek()     |000047b2|   T  |              FUNC|0000001e|     |.text
TwoWire::read()     |0000478c|   T  |              FUNC|00000026|     |.text
TwoWire::begin()    |0000489c|   T  |              FUNC|00000016|     |.text
TwoWire::flush()    |000047d0|   T  |              FUNC|00000002|     |.text
TwoWire::write(unsigned char)|0000481e|   T  |              FUNC|00000060|     |.text
TwoWire::write(unsigned char const*, unsigned int)|000047d2|   T  |              FUNC|0000004e|     |.text
TwoWire::rxBuffer   |00800810|   B  |            OBJECT|00000020|     |.bss
TwoWire::txBuffer   |008007ed|   B  |            OBJECT|00000020|     |.bss
TwoWire::available()|0000477c|   T  |              FUNC|00000010|     |.text
TwoWire::txAddress  |0080080d|   B  |            OBJECT|00000001|     |.bss
TwoWire::TwoWire()  |0000487c|   T  |              FUNC|00000020|     |.text    C:\RC\Sketchbook\libraries\Wire/Wire.cpp:965
TwoWire::TwoWire()  |0000487c|   T  |              FUNC|00000020|     |.text
Foxetron::AngleResponse::Handle(void*, void const*)|0000559c|   T  |              FUNC|00000050|     |.text
Foxetron::StatusRequest::Handle(void*, void const*)|00005784|   T  |              FUNC|000000e4|     |.text
Foxetron::StatusResponse::Handle(void*, void const*)|000054cc|   T  |              FUNC|00000050|     |.text
Foxetron::StatusResponse::StatusResponse(Foxetron::Error, char const*, Foxetron::MessageCode, unsigned char)|000055e8|   T  |              FUNC|00000060|     |.text    C:\RC\Sketchbook\Foxetron/Foxetron_messages.cpp:182
Foxetron::StatusResponse::StatusResponse(Foxetron::Error, char const*, Foxetron::MessageCode, unsigned char)|000055e8|   T  |              FUNC|00000060|     |.text
Foxetron::StatusResponse::~StatusResponse()|0000545a|   W  |              FUNC|00000016|     |.text
Foxetron::StatusResponse::~StatusResponse()|0000543c|   W  |              FUNC|00000020|     |.text     C:\RC\Sketchbook\Foxetron/Foxetron_messages.h:197
Foxetron::StatusResponse::~StatusResponse()|0000543c|   W  |              FUNC|00000020|     |.text
Foxetron::NewAngleResponse::Handle(void*, void const*)|000053c4|   T  |              FUNC|00000034|     |.text
Foxetron::DriverStatusResponse::Handle(void*, void const*)|00005880|   T  |              FUNC|0000004e|     |.text
Foxetron::DriverStatusResponse::DriverStatusResponse(Foxetron::Error, Foxetron::DriverStatus, char const*)|0000571a|   T  |              FUNC|0000006e|     |.text      C:\RC\Sketchbook\Foxetron/Foxetron_messages.cpp:254
Foxetron::DriverStatusResponse::DriverStatusResponse(Foxetron::Error, Foxetron::DriverStatus, char const*)|0000571a|   T  |              FUNC|0000006e|     |.text
Foxetron::DriverStatusResponse::~DriverStatusResponse()|0000548a|   W  |              FUNC|00000016|     |.text
Foxetron::DriverStatusResponse::~DriverStatusResponse()|0000546c|   W  |              FUNC|00000020|     |.text C:\RC\Sketchbook\Foxetron/Foxetron_messages.h:230
Foxetron::DriverStatusResponse::~DriverStatusResponse()|0000546c|   W  |              FUNC|00000020|     |.text
Foxetron::ControllerStatusResponse::Handle(void*, void const*)|000056d0|   T  |              FUNC|0000004e|     |.text
Foxetron::ControllerStatusResponse::ControllerStatusResponse(Foxetron::Error, Foxetron::ControllerStatus, char const*)|00005644|   T  |              FUNC|0000006e|     |.text  C:\RC\Sketchbook\Foxetron/Foxetron_messages.cpp:207
Foxetron::ControllerStatusResponse::ControllerStatusResponse(Foxetron::Error, Foxetron::ControllerStatus, char const*)|00005644|   T  |              FUNC|0000006e|     |.text
Foxetron::ControllerStatusResponse::~ControllerStatusResponse()|000054ba|   W  |              FUNC|00000016|     |.text
Foxetron::ControllerStatusResponse::~ControllerStatusResponse()|0000549c|   W  |              FUNC|00000020|     |.text C:\RC\Sketchbook\Foxetron/Foxetron_messages.h:254
Foxetron::ControllerStatusResponse::~ControllerStatusResponse()|0000549c|   W  |              FUNC|00000020|     |.text
Foxetron::Request::Handle(void*, void const*)|000053f6|   T  |              FUNC|0000001c|     |.text
Foxetron::Response::Handle(void*, void const*)|00005394|   T  |              FUNC|00000032|     |.text
Foxetron::Response::Response(Foxetron::Error, Foxetron::MessageCode, unsigned char)|00005518|   T  |              FUNC|00000062|     |.text     C:\RC\Sketchbook\Foxetron/Foxetron_messages.cpp:226
Foxetron::Response::Response(Foxetron::Error, Foxetron::MessageCode, unsigned char)|00005518|   T  |              FUNC|00000062|     |.text
Foxetron::Response::~Response()|0000542a|   W  |              FUNC|00000016|     |.text
Foxetron::Response::~Response()|00005412|   W  |              FUNC|00000018|     |.text C:\RC\Sketchbook\Foxetron/Foxetron_messages.h:197
Foxetron::Response::~Response()|00005412|   W  |              FUNC|00000018|     |.text
SdVolume::cacheFlush()|000012ba|   T  |              FUNC|00000076|     |.text
SdVolume::cacheDirty_|00800533|   B  |            OBJECT|00000001|     |.bss
SdVolume::cacheBuffer_|00800536|   B  |            OBJECT|00000200|     |.bss
SdVolume::cacheRawBlock(unsigned long, unsigned char)|0000132c|   T  |              FUNC|00000076|     |.text   C:\RC\Sketchbook\libraries\SD\src\utility/SdVolume.cpp:116
SdVolume::allocContiguous(unsigned long, unsigned long*)|0000159c|   T  |              FUNC|0000022a|     |.text        C:\RC\Sketchbook\libraries\SD\src\utility/SdVolume.cpp:31
SdVolume::cacheBlockNumber_|00800108|   D  |            OBJECT|00000004|     |.data
SdVolume::cacheMirrorBlock_|0080052f|   B  |            OBJECT|00000004|     |.bss
SdVolume::fatPut(unsigned long, unsigned long)|00001488|   T  |              FUNC|00000116|     |.text
SdVolume::sdCard_   |00800534|   B  |            OBJECT|00000002|     |.bss
SPIClass::interruptMask|008004df|   B  |            OBJECT|00000001|     |.bss
SPIClass::interruptMode|008004e0|   B  |            OBJECT|00000001|     |.bss
SPIClass::interruptSave|008004de|   B  |            OBJECT|00000001|     |.bss
SPIClass::endTransaction() [clone .part.3]|00000968|   t  |              FUNC|0000001a|     |.text      C:\Program Files (x86)\Arduino\hardware\arduino\avr\libraries\SPI\src/SPI.h:271
SPIClass::beginTransaction(SPISettings)|00000982|   W  |              FUNC|00000034|     |.text
SPIClass::transfer(unsigned char)|000009b6|   W  |              FUNC|0000000e|     |.text
IttyBitty::ConstValue::FreeReference()|00003d6e|   T  |              FUNC|00000008|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:205
IttyBitty::ConstValue::FreeData()|00003d52|   T  |              FUNC|0000001c|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:196
IttyBitty::ConstValue::operator=(IttyBitty::ConstValue&&)|00003c8c|   T  |              FUNC|0000002e|     |.text       C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:66
IttyBitty::ConstValue::operator=(char const*)|00003cec|   T  |              FUNC|00000008|     |.text
IttyBitty::ConstValue::operator=(unsigned char const*)|00003ce4|   T  |              FUNC|00000008|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:72
IttyBitty::ConstValue::operator=(IttyBitty::_BitPack const volatile*)|00003cf4|   T  |              FUNC|00000008|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:84
IttyBitty::ConstValue::operator=(unsigned char const&)|00003cfc|   T  |              FUNC|0000000a|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:96
IttyBitty::ConstValue::operator=(unsigned long const&)|00003d14|   T  |              FUNC|00000016|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:126
IttyBitty::ConstValue::operator=(IttyBitty::ConstValue const&)|00003cb8|   T  |              FUNC|0000002e|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:60
IttyBitty::ConstValue::operator=(unsigned short const&)|00003d06|   T  |              FUNC|0000000e|     |.text C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:114
IttyBitty::ConstValue::ConstValue()|00003c84|   T  |              FUNC|00000008|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_values.cpp:23
IttyBitty::ConstValue::ConstValue()|00003c84|   T  |              FUNC|00000008|     |.text
IttyBitty::DisableWdt()|000003f6|   T  |              FUNC|00000018|     |.text
IttyBitty::ReadBuffer(Stream&, unsigned char*, unsigned int)|00002f18|   T  |              FUNC|00000082|     |.text
IttyBitty::PrintString(__FlashStringHelper const*, HardwareSerial&)|00003bee|   T  |              FUNC|0000000c|     |.text
IttyBitty::FlushAndDelay(HardwareSerial&)|00003bfa|   T  |              FUNC|0000001c|     |.text
IttyBitty::ISerializable::~ISerializable()|00001e74|   W  |              FUNC|00000010|     |.text
IttyBitty::ISerializable::~ISerializable()|00001e68|   W  |              FUNC|0000000c|     |.text      C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_datum.h:172
IttyBitty::ISerializable::~ISerializable()|00001e68|   W  |              FUNC|0000000c|     |.text
IttyBitty::__datum_buffer|00800764|   B  |            OBJECT|00000002|     |.bss
IttyBitty::_PortRegisters::operator=(IttyBitty::_PortRegisters const&)|00001fba|   W  |              FUNC|00000036|     |.text
IttyBitty::_PortRegisters::_PortRegisters(IttyBitty::_PortRegisters const&)|00001f64|   W  |              FUNC|0000005c|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.h:180
IttyBitty::_PortRegisters::_PortRegisters(IttyBitty::_PortRegisters const&)|00001f64|   W  |              FUNC|0000005c|     |.text
IttyBitty::_PortRegisters::~_PortRegisters()|00001f40|   W  |              FUNC|00000010|     |.text
IttyBitty::_PortRegisters::~_PortRegisters()|00001e96|   W  |              FUNC|0000000c|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.h:130
IttyBitty::_PortRegisters::~_PortRegisters()|00001e96|   W  |              FUNC|0000000c|     |.text
IttyBitty::DATA_SIZE_MASK|00800184|   D  |            OBJECT|00000001|     |.data
IttyBitty::MESSAGE_MARKER|0080010c|   D  |            OBJECT|00000002|     |.data
IttyBitty::VarLengthParam::FromBinary(unsigned char const*)|0000331c|   T  |              FUNC|00000012|     |.text
IttyBitty::VarLengthParam::FromString(char const*)|00003612|   T  |              FUNC|0000004a|     |.text
IttyBitty::VarLengthParam::operator=(IttyBitty::VarLengthParam&&)|00003b26|   T  |              FUNC|0000003e|     |.text
IttyBitty::VarLengthParam::operator=(IttyBitty::VarLengthParam const&)|00003aec|   T  |              FUNC|0000003e|     |.text
IttyBitty::VarLengthParam::VarLengthParam(IttyBitty::DataType, unsigned int)|00003a12|   T  |              FUNC|00000094|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:232
IttyBitty::VarLengthParam::VarLengthParam(char const*)|00003b60|   T  |              FUNC|0000005a|     |.text  C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:445
IttyBitty::VarLengthParam::VarLengthParam(IttyBitty::VarLengthParam const&)|00003a9e|   T  |              FUNC|00000052|     |.text     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:370
IttyBitty::VarLengthParam::VarLengthParam(IttyBitty::DataType, unsigned int)|00003a12|   T  |              FUNC|00000094|     |.text
IttyBitty::VarLengthParam::VarLengthParam(char const*)|00003b60|   T  |              FUNC|0000005a|     |.text
IttyBitty::VarLengthParam::VarLengthParam(IttyBitty::VarLengthParam const&)|00003a9e|   T  |              FUNC|00000052|     |.text
IttyBitty::VarLengthParam::~VarLengthParam()|000033e4|   W  |              FUNC|00000016|     |.text
IttyBitty::VarLengthParam::~VarLengthParam()|000033ce|   W  |              FUNC|00000018|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:139
IttyBitty::VarLengthParam::~VarLengthParam()|000033ce|   W  |              FUNC|00000018|     |.text
IttyBitty::WaitForMessage(Stream&, void (*)(IttyBitty::IMessage*))|000031b8|   T  |              FUNC|00000030|     |.text
IttyBitty::ParamFromString(char const*)|00002e10|   W  |              FUNC|0000007c|     |.text
IttyBitty::__message_buffer|008007db|   B  |            OBJECT|00000002|     |.bss
IttyBitty::ReceiveMessageAsString(Stream&)|0000308a|   T  |              FUNC|00000148|     |.text
IttyBitty::SERIAL_DEFAULT_TIMEOUT_MS|00800185|   D  |            OBJECT|00000002|     |.data
IttyBitty::_InitializeArduinoPinTables()|000020e4|   T  |              FUNC|00000034|     |.text
IttyBitty::_InitializeArduinoPortTables()|00002092|   T  |              FUNC|00000052|     |.text
IttyBitty::_Port::SetPinMode(unsigned int, unsigned char)|00001f06|   W  |              FUNC|00000010|     |.text
IttyBitty::_Port::SetPinMode(unsigned int, IttyBitty::PinModeBasic)|00001ef6|   W  |              FUNC|00000010|     |.text
IttyBitty::_Port::SetPinMode(unsigned int, IttyBitty::PinMode)|000022ee|   W  |              FUNC|00000088|     |.text
IttyBitty::_Port::SetPin(unsigned int)|000024d0|   W  |              FUNC|00000048|     |.text
IttyBitty::_Port::ClearPin(unsigned int)|00002514|   W  |              FUNC|00000048|     |.text
IttyBitty::_Port::PinState(unsigned int)|00001f16|   W  |              FUNC|0000002a|     |.text
IttyBitty::_Port::ResetPin(unsigned int)|000025b4|   W  |              FUNC|000000e8|     |.text
IttyBitty::_Port::WritePin(unsigned int, bool)|00002488|   W  |              FUNC|0000004c|     |.text
IttyBitty::_Port::TogglePin(unsigned int)|00002558|   W  |              FUNC|00000060|     |.text
IttyBitty::_Port::operator=(IttyBitty::_Port const&)|00001fee|   W  |              FUNC|0000005c|     |.text
IttyBitty::_Port::_Port(IttyBitty::ByteField&, IttyBitty::ByteField&, IttyBitty::ByteField&)|00002046|   W  |              FUNC|0000004c|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.h:192
IttyBitty::_Port::_Port(IttyBitty::ByteField&, IttyBitty::ByteField&, IttyBitty::ByteField&)|00002046|   W  |              FUNC|0000004c|     |.text
IttyBitty::_Port::~_Port()|00001f50|   W  |              FUNC|00000016|     |.text
IttyBitty::_Port::~_Port()|00001ea2|   W  |              FUNC|00000028|     |.text      C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.h:178
IttyBitty::_Port::~_Port()|00001ea2|   W  |              FUNC|00000028|     |.text
IttyBitty::_Port::operator[](unsigned int)|00001eda|   W  |              FUNC|0000001c|     |.text
IttyBitty::Param::operator=(IttyBitty::Param&&)|0000399a|   T  |              FUNC|0000003e|     |.text
IttyBitty::Param::operator=(IttyBitty::ConstValue const&)|000033fc|   T  |              FUNC|00000014|     |.text
IttyBitty::Param::operator=(IttyBitty::Param const&)|00003960|   T  |              FUNC|0000003e|     |.text
IttyBitty::Param::Param(IttyBitty::DataType)|000038ec|   T  |              FUNC|00000036|     |.text    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:58
IttyBitty::Param::Param(unsigned char const&)|000039d4|   T  |              FUNC|00000042|     |.text   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:292
IttyBitty::Param::Param(IttyBitty::Param const&)|00003920|   T  |              FUNC|00000044|     |.text        C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.cpp:200
IttyBitty::Param::Param(IttyBitty::DataType)|000038ec|   T  |              FUNC|00000036|     |.text
IttyBitty::Param::Param(unsigned char const&)|000039d4|   T  |              FUNC|00000042|     |.text
IttyBitty::Param::Param(IttyBitty::Param const&)|00003920|   T  |              FUNC|00000044|     |.text
IttyBitty::Param::~Param()|000033b6|   W  |              FUNC|00000016|     |.text
IttyBitty::Param::~Param()|000033a0|   W  |              FUNC|00000018|     |.text      C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_params.h:58
IttyBitty::Param::~Param()|000033a0|   W  |              FUNC|00000018|     |.text
IttyBitty::_MCUSR   |00800970|   B  |            OBJECT|00000001|     |.noinit
IttyBitty::Message::FromBinary(unsigned char const*)|0000299e|   T  |              FUNC|000000f0|     |.text
IttyBitty::Message::FromString(char const*)|00002e86|   T  |              FUNC|00000098|     |.text
IttyBitty::Message::Param(unsigned char)|0000271a|   T  |              FUNC|00000010|     |.text
IttyBitty::Message::Handle(void*, void const*)|000028b0|   T  |              FUNC|00000010|     |.text
IttyBitty::Message::Dispose()|000027ec|   T  |              FUNC|00000076|     |.text
IttyBitty::Message::Transmit(unsigned char, TwoWire&)|00002bbe|   T  |              FUNC|00000052|     |.text
IttyBitty::Message::Transmit(HardwareSerial&)|00002b5a|   T  |              FUNC|00000064|     |.text
IttyBitty::Message::operator=(IttyBitty::Message&&)|00003006|   T  |              FUNC|0000003e|     |.text
IttyBitty::Message::operator=(IttyBitty::Message const&)|00003040|   T  |              FUNC|0000003e|     |.text
